Từ tiếng Việt,Sắc thái/Nhóm,Nghĩa tiếng Anh
chẳng kịp thời lắm,Tiêu cực/Nhấn mạnh,Not at all timely very much
chẳng kịp thời cực kỳ,Tiêu cực/Nhấn mạnh,Not at all timely extremely
chẳng nhạy bén quá,Tiêu cực/Nhấn mạnh,Not at all sharp/agile too much / extremely
chẳng nhạy bén lắm,Tiêu cực/Nhấn mạnh,Not at all sharp/agile very much
chẳng nhạy bén cực kỳ,Tiêu cực/Nhấn mạnh,Not at all sharp/agile extremely
thiếu hiệu quả quá,Tiêu cực/Nhấn mạnh,Lack of effective too much / extremely
thiếu hiệu quả lắm,Tiêu cực/Nhấn mạnh,Lack of effective very much
thiếu hiệu quả cực kỳ,Tiêu cực/Nhấn mạnh,Lack of effective extremely
thiếu phù hợp quá,Tiêu cực/Nhấn mạnh,Lack of suitable too much / extremely
thiếu phù hợp lắm,Tiêu cực/Nhấn mạnh,Lack of suitable very much
thiếu phù hợp cực kỳ,Tiêu cực/Nhấn mạnh,Lack of suitable extremely
thiếu chất lượng cao quá,Tiêu cực/Nhấn mạnh,Lack of high quality too much / extremely
thiếu chất lượng cao lắm,Tiêu cực/Nhấn mạnh,Lack of high quality very much
thiếu chất lượng cao cực kỳ,Tiêu cực/Nhấn mạnh,Lack of high quality extremely
thiếu dẫn đầu quá,Tiêu cực/Nhấn mạnh,Lack of leading too much / extremely
thiếu dẫn đầu lắm,Tiêu cực/Nhấn mạnh,Lack of leading very much
thiếu dẫn đầu cực kỳ,Tiêu cực/Nhấn mạnh,Lack of leading extremely
thiếu linh hoạt quá,Tiêu cực/Nhấn mạnh,Lack of flexible too much / extremely
thiếu linh hoạt lắm,Tiêu cực/Nhấn mạnh,Lack of flexible very much
thiếu linh hoạt cực kỳ,Tiêu cực/Nhấn mạnh,Lack of flexible extremely
thiếu chủ lực quá,Tiêu cực/Nhấn mạnh,Lack of core/pillar too much / extremely
thiếu chủ lực lắm,Tiêu cực/Nhấn mạnh,Lack of core/pillar very much
thiếu chủ lực cực kỳ,Tiêu cực/Nhấn mạnh,Lack of core/pillar extremely
thiếu vững mạnh quá,Tiêu cực/Nhấn mạnh,Lack of strong/healthy too much / extremely
thiếu vững mạnh lắm,Tiêu cực/Nhấn mạnh,Lack of strong/healthy very much
thiếu vững mạnh cực kỳ,Tiêu cực/Nhấn mạnh,Lack of strong/healthy extremely
thiếu an toàn quá,Tiêu cực/Nhấn mạnh,Lack of safe/secure too much / extremely
thiếu an toàn lắm,Tiêu cực/Nhấn mạnh,Lack of safe/secure very much
thiếu an toàn cực kỳ,Tiêu cực/Nhấn mạnh,Lack of safe/secure extremely
thiếu bền vững quá,Tiêu cực/Nhấn mạnh,Lack of sustainable too much / extremely
thiếu bền vững lắm,Tiêu cực/Nhấn mạnh,Lack of sustainable very much
thiếu bền vững cực kỳ,Tiêu cực/Nhấn mạnh,Lack of sustainable extremely
thiếu đột phá quá,Tiêu cực/Nhấn mạnh,Lack of breakthrough too much / extremely
thiếu đột phá lắm,Tiêu cực/Nhấn mạnh,Lack of breakthrough very much
thiếu đột phá cực kỳ,Tiêu cực/Nhấn mạnh,Lack of breakthrough extremely
thiếu uy tín quá,Tiêu cực/Nhấn mạnh,Lack of reputable too much / extremely
thiếu uy tín lắm,Tiêu cực/Nhấn mạnh,Lack of reputable very much
thiếu uy tín cực kỳ,Tiêu cực/Nhấn mạnh,Lack of reputable extremely
thiếu niềm tin quá,Tiêu cực/Nhấn mạnh,Lack of trust/confidence too much / extremely
thiếu niềm tin lắm,Tiêu cực/Nhấn mạnh,Lack of trust/confidence very much
thiếu niềm tin cực kỳ,Tiêu cực/Nhấn mạnh,Lack of trust/confidence extremely
thiếu tiên phong quá,Tiêu cực/Nhấn mạnh,Lack of pioneering/advanced too much / extremely
thiếu tiên phong lắm,Tiêu cực/Nhấn mạnh,Lack of pioneering/advanced very much
thiếu tiên phong cực kỳ,Tiêu cực/Nhấn mạnh,Lack of pioneering/advanced extremely
thiếu hiện đại quá,Tiêu cực/Nhấn mạnh,Lack of modern too much / extremely
thiếu hiện đại lắm,Tiêu cực/Nhấn mạnh,Lack of modern very much
thiếu hiện đại cực kỳ,Tiêu cực/Nhấn mạnh,Lack of modern extremely
thiếu tinh gọn quá,Tiêu cực/Nhấn mạnh,Lack of lean too much / extremely
thiếu tinh gọn lắm,Tiêu cực/Nhấn mạnh,Lack of lean very much
thiếu tinh gọn cực kỳ,Tiêu cực/Nhấn mạnh,Lack of lean extremely
thiếu chuyên nghiệp quá,Tiêu cực/Nhấn mạnh,Lack of professional too much / extremely
thiếu chuyên nghiệp lắm,Tiêu cực/Nhấn mạnh,Lack of professional very much
thiếu chuyên nghiệp cực kỳ,Tiêu cực/Nhấn mạnh,Lack of professional extremely
thiếu quyết tâm quá,Tiêu cực/Nhấn mạnh,Lack of determined too much / extremely
thiếu quyết tâm lắm,Tiêu cực/Nhấn mạnh,Lack of determined very much
thiếu quyết tâm cực kỳ,Tiêu cực/Nhấn mạnh,Lack of determined extremely
thiếu năng động quá,Tiêu cực/Nhấn mạnh,Lack of dynamic too much / extremely
thiếu năng động lắm,Tiêu cực/Nhấn mạnh,Lack of dynamic very much
thiếu năng động cực kỳ,Tiêu cực/Nhấn mạnh,Lack of dynamic extremely
thiếu tự hào quá,Tiêu cực/Nhấn mạnh,Lack of proud too much / extremely
thiếu tự hào lắm,Tiêu cực/Nhấn mạnh,Lack of proud very much
thiếu tự hào cực kỳ,Tiêu cực/Nhấn mạnh,Lack of proud extremely
thiếu nhiệt huyết quá,Tiêu cực/Nhấn mạnh,Lack of passionate too much / extremely
thiếu nhiệt huyết lắm,Tiêu cực/Nhấn mạnh,Lack of passionate very much
thiếu nhiệt huyết cực kỳ,Tiêu cực/Nhấn mạnh,Lack of passionate extremely
thiếu yêu thích quá,Tiêu cực/Nhấn mạnh,Lack of love/like too much / extremely
thiếu yêu thích lắm,Tiêu cực/Nhấn mạnh,Lack of love/like very much
thiếu yêu thích cực kỳ,Tiêu cực/Nhấn mạnh,Lack of love/like extremely
thiếu hài lòng quá,Tiêu cực/Nhấn mạnh,Lack of satisfied too much / extremely
thiếu hài lòng lắm,Tiêu cực/Nhấn mạnh,Lack of satisfied very much
thiếu hài lòng cực kỳ,Tiêu cực/Nhấn mạnh,Lack of satisfied extremely
thiếu vui sướng quá,Tiêu cực/Nhấn mạnh,Lack of joyful/delighted too much / extremely
thiếu vui sướng lắm,Tiêu cực/Nhấn mạnh,Lack of joyful/delighted very much
thiếu vui sướng cực kỳ,Tiêu cực/Nhấn mạnh,Lack of joyful/delighted extremely
thiếu hạnh phúc quá,Tiêu cực/Nhấn mạnh,Lack of happy too much / extremely
thiếu hạnh phúc lắm,Tiêu cực/Nhấn mạnh,Lack of happy very much
thiếu hạnh phúc cực kỳ,Tiêu cực/Nhấn mạnh,Lack of happy extremely
thiếu tin tưởng quá,Tiêu cực/Nhấn mạnh,Lack of trustful too much / extremely
thiếu tin tưởng lắm,Tiêu cực/Nhấn mạnh,Lack of trustful very much
thiếu tin tưởng cực kỳ,Tiêu cực/Nhấn mạnh,Lack of trustful extremely
thiếu ngưỡng mộ quá,Tiêu cực/Nhấn mạnh,Lack of admire too much / extremely
thiếu ngưỡng mộ lắm,Tiêu cực/Nhấn mạnh,Lack of admire very much
thiếu ngưỡng mộ cực kỳ,Tiêu cực/Nhấn mạnh,Lack of admire extremely
thiếu cảm kích quá,Tiêu cực/Nhấn mạnh,Lack of grateful too much / extremely
thiếu cảm kích lắm,Tiêu cực/Nhấn mạnh,Lack of grateful very much
thiếu cảm kích cực kỳ,Tiêu cực/Nhấn mạnh,Lack of grateful extremely
thiếu lạc quan quá,Tiêu cực/Nhấn mạnh,Lack of optimistic too much / extremely
thiếu lạc quan lắm,Tiêu cực/Nhấn mạnh,Lack of optimistic very much
thiếu lạc quan cực kỳ,Tiêu cực/Nhấn mạnh,Lack of optimistic extremely
thiếu an tâm quá,Tiêu cực/Nhấn mạnh,Lack of reassured too much / extremely
thiếu an tâm lắm,Tiêu cực/Nhấn mạnh,Lack of reassured very much
thiếu an tâm cực kỳ,Tiêu cực/Nhấn mạnh,Lack of reassured extremely
thiếu thân thiện quá,Tiêu cực/Nhấn mạnh,Lack of friendly too much / extremely
thiếu thân thiện lắm,Tiêu cực/Nhấn mạnh,Lack of friendly very much
thiếu thân thiện cực kỳ,Tiêu cực/Nhấn mạnh,Lack of friendly extremely
thiếu mến khách quá,Tiêu cực/Nhấn mạnh,Lack of hospitable too much / extremely
thiếu mến khách lắm,Tiêu cực/Nhấn mạnh,Lack of hospitable very much
thiếu mến khách cực kỳ,Tiêu cực/Nhấn mạnh,Lack of hospitable extremely
thiếu hào hứng quá,Tiêu cực/Nhấn mạnh,Lack of excited too much / extremely
thiếu hào hứng lắm,Tiêu cực/Nhấn mạnh,Lack of excited very much
thiếu hào hứng cực kỳ,Tiêu cực/Nhấn mạnh,Lack of excited extremely
thiếu phấn khởi quá,Tiêu cực/Nhấn mạnh,Lack of elated too much / extremely
thiếu phấn khởi lắm,Tiêu cực/Nhấn mạnh,Lack of elated very much
thiếu phấn khởi cực kỳ,Tiêu cực/Nhấn mạnh,Lack of elated extremely
thiếu may mắn quá,Tiêu cực/Nhấn mạnh,Lack of lucky/fortunate too much / extremely
thiếu may mắn lắm,Tiêu cực/Nhấn mạnh,Lack of lucky/fortunate very much
thiếu may mắn cực kỳ,Tiêu cực/Nhấn mạnh,Lack of lucky/fortunate extremely
thiếu vinh dự quá,Tiêu cực/Nhấn mạnh,Lack of honored too much / extremely
thiếu vinh dự lắm,Tiêu cực/Nhấn mạnh,Lack of honored very much
thiếu vinh dự cực kỳ,Tiêu cực/Nhấn mạnh,Lack of honored extremely
thiếu tuyệt vời quá,Tiêu cực/Nhấn mạnh,Lack of wonderful/excellent too much / extremely
thiếu tuyệt vời lắm,Tiêu cực/Nhấn mạnh,Lack of wonderful/excellent very much
thiếu tuyệt vời cực kỳ,Tiêu cực/Nhấn mạnh,Lack of wonderful/excellent extremely
thiếu xuất sắc quá,Tiêu cực/Nhấn mạnh,Lack of outstanding too much / extremely
thiếu xuất sắc lắm,Tiêu cực/Nhấn mạnh,Lack of outstanding very much
thiếu xuất sắc cực kỳ,Tiêu cực/Nhấn mạnh,Lack of outstanding extremely
thiếu hoàn hảo quá,Tiêu cực/Nhấn mạnh,Lack of perfect too much / extremely
thiếu hoàn hảo lắm,Tiêu cực/Nhấn mạnh,Lack of perfect very much
thiếu hoàn hảo cực kỳ,Tiêu cực/Nhấn mạnh,Lack of perfect extremely
thiếu thỏa mãn quá,Tiêu cực/Nhấn mạnh,Lack of contented/satisfied too much / extremely
thiếu thỏa mãn lắm,Tiêu cực/Nhấn mạnh,Lack of contented/satisfied very much
thiếu thỏa mãn cực kỳ,Tiêu cực/Nhấn mạnh,Lack of contented/satisfied extremely
thiếu yêu mến quá,Tiêu cực/Nhấn mạnh,Lack of beloved too much / extremely
thiếu yêu mến lắm,Tiêu cực/Nhấn mạnh,Lack of beloved very much
thiếu yêu mến cực kỳ,Tiêu cực/Nhấn mạnh,Lack of beloved extremely
thiếu trân trọng quá,Tiêu cực/Nhấn mạnh,Lack of appreciative too much / extremely
thiếu trân trọng lắm,Tiêu cực/Nhấn mạnh,Lack of appreciative very much
thiếu trân trọng cực kỳ,Tiêu cực/Nhấn mạnh,Lack of appreciative extremely
thiếu kính trọng quá,Tiêu cực/Nhấn mạnh,Lack of respectful too much / extremely
thiếu kính trọng lắm,Tiêu cực/Nhấn mạnh,Lack of respectful very much
thiếu kính trọng cực kỳ,Tiêu cực/Nhấn mạnh,Lack of respectful extremely
thiếu khâm phục quá,Tiêu cực/Nhấn mạnh,Lack of admirable too much / extremely
thiếu khâm phục lắm,Tiêu cực/Nhấn mạnh,Lack of admirable very much
thiếu khâm phục cực kỳ,Tiêu cực/Nhấn mạnh,Lack of admirable extremely
thiếu ấm áp quá,Tiêu cực/Nhấn mạnh,Lack of warm too much / extremely
thiếu ấm áp lắm,Tiêu cực/Nhấn mạnh,Lack of warm very much
thiếu ấm áp cực kỳ,Tiêu cực/Nhấn mạnh,Lack of warm extremely
thiếu bình yên quá,Tiêu cực/Nhấn mạnh,Lack of peaceful too much / extremely
thiếu bình yên lắm,Tiêu cực/Nhấn mạnh,Lack of peaceful very much
thiếu bình yên cực kỳ,Tiêu cực/Nhấn mạnh,Lack of peaceful extremely
thiếu vui vẻ quá,Tiêu cực/Nhấn mạnh,Lack of cheerful too much / extremely
thiếu vui vẻ lắm,Tiêu cực/Nhấn mạnh,Lack of cheerful very much
thiếu vui vẻ cực kỳ,Tiêu cực/Nhấn mạnh,Lack of cheerful extremely
thiếu ngập tràn niềm vui quá,Tiêu cực/Nhấn mạnh,Lack of joyous too much / extremely
thiếu ngập tràn niềm vui lắm,Tiêu cực/Nhấn mạnh,Lack of joyous very much
thiếu ngập tràn niềm vui cực kỳ,Tiêu cực/Nhấn mạnh,Lack of joyous extremely
thiếu khấp khởi quá,Tiêu cực/Nhấn mạnh,Lack of expectantly joyful too much / extremely
thiếu khấp khởi lắm,Tiêu cực/Nhấn mạnh,Lack of expectantly joyful very much
thiếu khấp khởi cực kỳ,Tiêu cực/Nhấn mạnh,Lack of expectantly joyful extremely
thiếu hân hoan quá,Tiêu cực/Nhấn mạnh,Lack of jubilant too much / extremely
thiếu hân hoan lắm,Tiêu cực/Nhấn mạnh,Lack of jubilant very much
thiếu hân hoan cực kỳ,Tiêu cực/Nhấn mạnh,Lack of jubilant extremely
thiếu rạng rỡ quá,Tiêu cực/Nhấn mạnh,Lack of radiant too much / extremely
thiếu rạng rỡ lắm,Tiêu cực/Nhấn mạnh,Lack of radiant very much
thiếu rạng rỡ cực kỳ,Tiêu cực/Nhấn mạnh,Lack of radiant extremely
thiếu sáng tạo quá,Tiêu cực/Nhấn mạnh,Lack of creative too much / extremely
thiếu sáng tạo lắm,Tiêu cực/Nhấn mạnh,Lack of creative very much
thiếu sáng tạo cực kỳ,Tiêu cực/Nhấn mạnh,Lack of creative extremely
thiếu đổi mới quá,Tiêu cực/Nhấn mạnh,Lack of innovative too much / extremely
thiếu đổi mới lắm,Tiêu cực/Nhấn mạnh,Lack of innovative very much
thiếu đổi mới cực kỳ,Tiêu cực/Nhấn mạnh,Lack of innovative extremely
thiếu kiên trì quá,Tiêu cực/Nhấn mạnh,Lack of persistent too much / extremely
thiếu kiên trì lắm,Tiêu cực/Nhấn mạnh,Lack of persistent very much
thiếu kiên trì cực kỳ,Tiêu cực/Nhấn mạnh,Lack of persistent extremely
thiếu bền bỉ quá,Tiêu cực/Nhấn mạnh,Lack of resilient too much / extremely
thiếu bền bỉ lắm,Tiêu cực/Nhấn mạnh,Lack of resilient very much
thiếu bền bỉ cực kỳ,Tiêu cực/Nhấn mạnh,Lack of resilient extremely
thiếu quyết liệt quá,Tiêu cực/Nhấn mạnh,Lack of drastic/fierce too much / extremely
thiếu quyết liệt lắm,Tiêu cực/Nhấn mạnh,Lack of drastic/fierce very much
thiếu quyết liệt cực kỳ,Tiêu cực/Nhấn mạnh,Lack of drastic/fierce extremely
thiếu chủ động quá,Tiêu cực/Nhấn mạnh,Lack of proactive too much / extremely
thiếu chủ động lắm,Tiêu cực/Nhấn mạnh,Lack of proactive very much
thiếu chủ động cực kỳ,Tiêu cực/Nhấn mạnh,Lack of proactive extremely
thiếu tự xin quá,Tiêu cực/Nhấn mạnh,Lack of confident too much / extremely
thiếu tự xin lắm,Tiêu cực/Nhấn mạnh,Lack of confident very much
thiếu tự xin cực kỳ,Tiêu cực/Nhấn mạnh,Lack of confident extremely
thiếu tự tin quá,Tiêu cực/Nhấn mạnh,Lack of confident too much / extremely
thiếu tự tin lắm,Tiêu cực/Nhấn mạnh,Lack of confident very much
thiếu tự tin cực kỳ,Tiêu cực/Nhấn mạnh,Lack of confident extremely
thiếu dũng cảm quá,Tiêu cực/Nhấn mạnh,Lack of brave/courageous too much / extremely
thiếu dũng cảm lắm,Tiêu cực/Nhấn mạnh,Lack of brave/courageous very much
thiếu dũng cảm cực kỳ,Tiêu cực/Nhấn mạnh,Lack of brave/courageous extremely
thiếu kiên cường quá,Tiêu cực/Nhấn mạnh,Lack of indomitable too much / extremely
thiếu kiên cường lắm,Tiêu cực/Nhấn mạnh,Lack of indomitable very much
thiếu kiên cường cực kỳ,Tiêu cực/Nhấn mạnh,Lack of indomitable extremely
thiếu nỗ lực quá,Tiêu cực/Nhấn mạnh,Lack of effort/striving too much / extremely
thiếu nỗ lực lắm,Tiêu cực/Nhấn mạnh,Lack of effort/striving very much
thiếu nỗ lực cực kỳ,Tiêu cực/Nhấn mạnh,Lack of effort/striving extremely
thiếu cố gắng quá,Tiêu cực/Nhấn mạnh,Lack of trying/endeavoring too much / extremely
thiếu cố gắng lắm,Tiêu cực/Nhấn mạnh,Lack of trying/endeavoring very much
